#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2917214	2918239	-	EPJJIE_006343	38.8	5.9	PF03372.29|Exo_endo_phos, PF14873.11|BNR_assoc_N	PFAM:PF03372.29, PFAM:PF14873.11
contig_1	2918256	2918450	+	EPJJIE_006344	7.2	7.7		
contig_1	2918384	2919205	-	EPJJIE_006345	30.6	6.5	PF13385.13|Laminin_G_3	PFAM:PF13385.13
contig_1	2919262	2919525	-	EPJJIE_006346	9.4	5.2		
contig_1	2919667	2920467	-	EPJJIE_006347	30.5	4.9	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	2920543	2920656	-	EPJJIE_006348	4.4	4.8		
contig_1	2920665	2920967	-	EPJJIE_006349	11.7	5.7	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	2921056	2921481	+	EPJJIE_006350	16.8	11.4		
contig_1	2921314	2921718	-	EPJJIE_006351	15.5	8.8		
contig_1	2921673	2921972	-	EPJJIE_006352	11.4	4.6		
contig_1	2921926	2922186	-	EPJJIE_006353	9.6	9.8		
contig_1	2922144	2923571	-	EPJJIE_006354	54.0	7.6		
contig_1	2923653	2923964	-	EPJJIE_006355	10.7	6.5	PF07715.20|Plug	PFAM:PF07715.20
contig_1	2923958	2924323	-	EPJJIE_006356	12.7	6.2	PF13715.12|CarbopepD_reg_2	PFAM:PF13715.12
contig_1	2924422	2924571	-	EPJJIE_006357	5.8	6.6		
contig_1	2924944	2925360	-	EPJJIE_006358	16.3	9.3	PF16344.10|FecR_C	PFAM:PF16344.10
contig_1	2925312	2925554	-	EPJJIE_006359	9.2	10.1		
contig_1	2925551	2925889	-	EPJJIE_006360	12.9	10.7		
contig_1	2925917	2926162	-	EPJJIE_006361	9.5	9.0	PF00196.25|GerE, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF00196.25, PFAM:PF04545.22, PFAM:PF08281.18
contig_1	2926335	2926559	-	EPJJIE_006362	8.9	4.5	PF04542.20|Sigma70_r2	PFAM:PF04542.20
contig_1	2927967	2928716	+	EPJJIE_006363	29.0	9.2	PF13102.12|Phage_int_SAM_5, PF17293.8|Arm-DNA-bind_5	PFAM:PF13102.12, PFAM:PF17293.8
contig_1	2928750	2929097	-	EPJJIE_006364	12.5	6.3		
contig_1	2929115	2929669	-	EPJJIE_006365	21.5	9.9	PF12728.13|HTH_17	PFAM:PF12728.13
contig_1	2929671	2929853	-	EPJJIE_006366	7.2	4.9	PF12728.13|HTH_17	PFAM:PF12728.13
contig_1	2929850	2929963	-	EPJJIE_006367	4.3	8.8		
contig_1	2930464	2931081	-	EPJJIE_006368	23.6	5.4		
contig_1	2931078	2931245	-	EPJJIE_006369	6.3	10.2		
contig_1	2931193	2931669	-	EPJJIE_006370	18.8	9.3		
contig_1	2931635	2931832	-	EPJJIE_006371	7.6	5.3	PF07693.20|KAP_NTPase	PFAM:PF07693.20
contig_1	2931841	2932122	-	EPJJIE_006372	10.7	9.6	PF07693.20|KAP_NTPase	PFAM:PF07693.20
contig_1	2932283	2932720	+	EPJJIE_006373	16.1	10.4		
contig_1	2932937	2933416	+	EPJJIE_006374	18.7	9.2	PF08401.16|ArdcN	PFAM:PF08401.16
contig_1	2933382	2933987	+	EPJJIE_006375	23.4	8.2		
contig_1	2934713	2934892	-	EPJJIE_006377	6.8	11.6		
contig_1	2934935	2935084	+	EPJJIE_006378	5.8	9.9		
contig_1	2935108	2935776	+	EPJJIE_006379	25.6	9.8		
contig_1	2935802	2936407	+	EPJJIE_006380	22.3	9.8		
contig_1	2936353	2936934	+	EPJJIE_006381	22.4	5.9		
contig_1	2936983	2937507	+	EPJJIE_006382	20.2	5.8		
contig_1	2937656	2937904	-	EPJJIE_006383	8.4	4.9		
contig_1	2938082	2938225	+	EPJJIE_006384	5.8	4.1		
contig_1	2938222	2938443	+	EPJJIE_006385	8.5	10.0	PF24737.1|DUF7688	PFAM:PF24737.1
contig_1	2938828	2939394	+	EPJJIE_006386	20.8	6.5		
contig_1	2939420	2939575	-	EPJJIE_006387	5.9	9.9		
contig_1	2939572	2940267	-	EPJJIE_006388	25.8	4.9		
contig_1	2940297	2940551	-	EPJJIE_006389	9.7	9.4		
contig_1	2940613	2941122	-	EPJJIE_006390	19.4	4.9		
contig_1	2941097	2941390	-	EPJJIE_006391	11.3	4.2		
contig_1	2941689	2941988	-	EPJJIE_006392	11.3	6.1		
contig_1	2942730	2943068	-	EPJJIE_006394	12.5	9.9		
contig_1	2943143	2943415	-	EPJJIE_006395	9.6	9.0	PF12508.14|Transposon_TraM	PFAM:PF12508.14
contig_1	2943396	2944145	-	EPJJIE_006396	27.5	4.8	PF12508.14|Transposon_TraM	PFAM:PF12508.14
contig_1	2944212	2944454	-	EPJJIE_006397	9.0	9.9		
contig_1	2944535	2945209	-	EPJJIE_006398	25.6	11.0		
contig_1	2945229	2945606	-	EPJJIE_006399	14.4	9.5		
contig_1	2945635	2946516	-	EPJJIE_006400	34.3	11.2		
contig_1	2946565	2946657	-	EPJJIE_006401	3.5	4.3		
contig_1	2946691	2947035	-	EPJJIE_006402	13.1	9.1		
contig_1	2947114	2947332	-	EPJJIE_006403	7.8	10.9		
contig_1	2947918	2948076	-	EPJJIE_006405	5.8	4.4		
contig_1	2948082	2948264	-	EPJJIE_006406	6.8	9.2		
contig_1	2948261	2948974	-	EPJJIE_006407	27.2	6.3		
contig_1	2950430	2950729	-	EPJJIE_006409	11.3	10.1		
contig_1	2950983	2951600	-	EPJJIE_006410	25.0	10.3		
contig_1	2951832	2952020	-	EPJJIE_006411	7.1	5.3		
contig_1	2952035	2952235	-	EPJJIE_006412	7.4	5.8		
contig_1	2953254	2953472	-	EPJJIE_006414	7.6	9.9		
contig_1	2953491	2953655	-	EPJJIE_006415	6.2	5.0		
contig_1	2953662	2954024	-	EPJJIE_006416	13.1	4.1		
contig_1	2954096	2954389	-	EPJJIE_006417	11.2	8.9		
contig_1	2954479	2954997	-	EPJJIE_006418	19.2	5.4		
contig_1	2955056	2955280	-	EPJJIE_006419	8.4	7.8	PF01656.29|CbiA	PFAM:PF01656.29
contig_1	2955661	2956401	+	EPJJIE_006420	27.4	9.9	PF19514.5|MobC_2	PFAM:PF19514.5
contig_1	2956454	2957323	+	EPJJIE_006421	32.4	9.9	PF03432.20|Relaxase	PFAM:PF03432.20
contig_1	2957304	2957837	+	EPJJIE_006422	19.6	9.9		
contig_1	2957777	2958430	+	EPJJIE_006423	24.9	11.1		
contig_1	2958388	2959272	+	EPJJIE_006424	33.6	7.8		
contig_1	2959269	2959517	+	EPJJIE_006425	9.0	9.7		
contig_1	2959609	2959806	+	EPJJIE_006426	7.7	9.0		
contig_1	2960303	2960482	+	EPJJIE_006427	7.1	9.6		SO:0001217, UniRef:UniRef50_A0AAP3SN40
contig_1	2961208	2961699	+	EPJJIE_006428	17.0	4.6		
contig_1	2961736	2961888	+	EPJJIE_006429	5.6	9.5		
contig_1	2962063	2962431	+	EPJJIE_006430	13.6	5.4		
contig_1	2962455	2962826	+	EPJJIE_006431	14.2	8.4		
contig_1	2962886	2963230	+	EPJJIE_006432	13.3	8.7		
contig_1	2963281	2963619	+	EPJJIE_006433	12.7	9.8		
contig_1	2963619	2964167	+	EPJJIE_006434	20.8	9.6		
contig_1	2964113	2964490	+	EPJJIE_006435	14.1	8.8		
contig_1	2964661	2964846	+	EPJJIE_006436	7.1	8.4		
contig_1	2965050	2965187	+	EPJJIE_006437	5.2	9.0		
contig_1	2965210	2965443	+	EPJJIE_006438	8.4	10.0		
contig_1	2965410	2965730	+	EPJJIE_006439	12.0	8.8		
contig_1	2965856	2966116	+	EPJJIE_006440	9.7	10.1		
contig_1	2966080	2966214	+	EPJJIE_006441	4.8	4.5		
contig_1	2966353	2966763	+	EPJJIE_006442	14.9	9.9		
contig_1	2967608	2967853	-	EPJJIE_006444	9.1	4.9		
contig_1	2968083	2968709	+	EPJJIE_006445	24.3	8.5		
contig_1	2969002	2969127	+	EPJJIE_006446	4.7	6.1		
contig_1	2969124	2969351	+	EPJJIE_006447	8.7	4.4		
contig_1	2969623	2969907	+	EPJJIE_006448	10.4	6.8		
contig_1	2970025	2970234	+	EPJJIE_006449	7.9	4.1		
contig_1	2970231	2970428	+	EPJJIE_006450	7.0	4.1		
contig_1	2970489	2970731	-	EPJJIE_006451	9.0	7.7		
contig_1	2971132	2971617	-	EPJJIE_006452	17.6	5.6		
contig_1	2971638	2972309	+	EPJJIE_006453	24.7	9.7		
contig_1	2972261	2972476	+	EPJJIE_006454	8.3	9.9		
contig_1	2972566	2972844	+	EPJJIE_006455	10.2	9.4		
contig_1	2972841	2973236	+	EPJJIE_006456	14.9	8.9		
contig_1	2973284	2973616	+	EPJJIE_006457	12.0	8.6		
contig_1	2973525	2974301	-	EPJJIE_006458	27.4	11.3		
contig_1	2974322	2974651	-	EPJJIE_006459	12.0	8.9		
contig_1	2975378	2975755	+	EPJJIE_006460	14.4	5.4	PF06250.17|YhcG_C	PFAM:PF06250.17
contig_1	2975731	2975994	+	EPJJIE_006461	10.2	5.7	PF06250.17|YhcG_C	PFAM:PF06250.17
contig_1	2976130	2976414	-	EPJJIE_006462	10.2	4.9		
contig_1	2976408	2976650	-	EPJJIE_006463	9.2	4.3		
contig_1	2977013	2977864	-	EPJJIE_006464	32.9	9.9	PF12728.13|HTH_17	PFAM:PF12728.13
contig_1	2978051	2978710	-	EPJJIE_006465	24.1	6.1		
contig_1	2979157	2979825	-	EPJJIE_006466	25.6	9.5	PF12728.13|HTH_17	PFAM:PF12728.13
contig_1	2979828	2980442	+	EPJJIE_006467	23.9	10.3		
contig_1	2980543	2980965	-	EPJJIE_006468	16.3	5.0		
contig_1	2981178	2981492	-	EPJJIE_006469	12.0	5.9		
contig_1	2981471	2981956	-	EPJJIE_006470	18.8	5.9		
contig_1	2981953	2982189	-	EPJJIE_006471	9.0	9.7		
contig_1	2982171	2982764	-	EPJJIE_006472	22.5	9.9		
contig_1	2982754	2983236	-	EPJJIE_006473	18.5	4.7		
contig_1	2983233	2983736	-	EPJJIE_006474	19.0	6.1		
contig_1	2983751	2983939	+	EPJJIE_006475	7.2	11.8		
contig_1	2984009	2984383	-	EPJJIE_006476	13.6	10.1		
contig_1	2984447	2984773	-	EPJJIE_006477	12.9	6.1		
contig_1	2984965	2985135	-	EPJJIE_006478	6.4	9.4		
contig_1	2985299	2985637	+	EPJJIE_006479	12.3	6.7		
contig_1	2985564	2985851	-	EPJJIE_006480	10.8	9.0		
contig_1	2985851	2986093	-	EPJJIE_006481	9.2	4.9		
contig_1	2986048	2986323	-	EPJJIE_006482	10.1	6.7		
contig_1	2986320	2986763	-	EPJJIE_006483	16.1	4.5		
contig_1	2987064	2987321	-	EPJJIE_006484	9.0	8.0		
contig_1	2987318	2987779	-	EPJJIE_006485	17.0	5.2		
contig_1	2987736	2988167	-	EPJJIE_006486	15.3	5.6		
contig_1	2988118	2988384	-	EPJJIE_006487	9.7	9.3		
contig_1	2988439	2988723	-	EPJJIE_006488	10.4	6.2	PF14559.12|TPR_19	PFAM:PF14559.12
contig_1	2988672	2989025	-	EPJJIE_006489	13.5	5.2		
contig_1	2989086	2989940	-	EPJJIE_006490	31.6	9.0		
contig_1	2990623	2990874	-	EPJJIE_006492	9.4	8.8		
contig_1	2991155	2991427	+	EPJJIE_006493	10.4	8.4		
contig_1	2991617	2991946	+	EPJJIE_006494	12.3	9.2	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_1	2992336	2992530	-	EPJJIE_006495	7.4	10.1		
contig_1	2992527	2992904	-	EPJJIE_006496	14.2	9.1		
contig_1	2992904	2993167	-	EPJJIE_006497	9.9	9.9		
contig_1	2993288	2993533	-	EPJJIE_006498	9.5	9.0		
contig_1	2993601	2993738	-	EPJJIE_006499	5.2	11.1		
contig_1	2993725	2994018	-	EPJJIE_006500	11.0	10.0		
contig_1	2994105	2994275	-	EPJJIE_006501	6.6	4.4		
contig_1	2994367	2994750	-	EPJJIE_006502	14.8	6.1		
contig_1	2994750	2994992	-	EPJJIE_006503	9.2	9.6		
contig_1	2995007	2995507	+	EPJJIE_006504	19.4	10.1		
contig_1	2995312	2996028	-	EPJJIE_006505	27.7	9.6	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	2996604	2996813	-	EPJJIE_006506	7.5	9.5		
contig_1	2996871	2997494	-	EPJJIE_006507	22.8	9.9	PF07715.20|Plug	PFAM:PF07715.20
contig_1	2997570	2997779	+	EPJJIE_006508	7.7	5.3		
contig_1	2997677	2997883	-	EPJJIE_006509	7.7	5.7		
contig_1	2998037	2998225	-	EPJJIE_006510	7.1	4.8		
contig_1	2998204	2998458	-	EPJJIE_006511	10.2	7.8		
contig_1	2998719	2999111	-	EPJJIE_006512	15.1	10.4		
contig_1	2999251	2999763	-	EPJJIE_006513	20.3	8.9		
contig_1	2999836	3000321	-	EPJJIE_006514	18.7	6.3		
contig_1	3000658	3001179	-	EPJJIE_006515	20.0	5.4	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	3001134	3001673	-	EPJJIE_006516	20.4	5.2		
contig_1	3001707	3001952	-	EPJJIE_006517	9.3	8.3	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	3002277	3002393	-	EPJJIE_006518	4.1	4.1		
contig_1	3002448	3002867	-	EPJJIE_006519	15.5	5.3		
contig_1	3002831	3003115	-	EPJJIE_006520	10.3	4.9		
contig_1	3003112	3003606	-	EPJJIE_006521	18.2	5.1	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	3003561	3003848	-	EPJJIE_006522	10.4	5.4		
contig_1	3003803	3004087	-	EPJJIE_006523	10.4	4.7		
contig_1	3004084	3004680	-	EPJJIE_006524	21.8	8.9		
contig_1	3004809	3004931	-	EPJJIE_006525	4.3	4.7		
contig_1	3005019	3005210	-	EPJJIE_006526	6.5	4.1		
contig_1	3005405	3005662	-	EPJJIE_006527	9.1	7.7	PF14466.11|PLCC	PFAM:PF14466.11
contig_1	3005659	3005817	-	EPJJIE_006528	5.8	8.0	PF14466.11|PLCC	PFAM:PF14466.11
contig_1	3012478	3012696	+	EPJJIE_006534	8.1	10.3		
contig_1	3013226	3013558	+	EPJJIE_006535	12.1	9.7		
contig_1	3013518	3013871	+	EPJJIE_006536	12.4	4.7		
contig_1	3013940	3014248	+	EPJJIE_006537	11.4	6.2		
contig_1	3014245	3014472	+	EPJJIE_006538	8.5	7.9		
contig_1	3014574	3014840	+	EPJJIE_006539	10.1	4.6		
contig_1	3014785	3015168	+	EPJJIE_006540	14.3	5.1		
contig_1	3015282	3015443	+	EPJJIE_006541	5.6	11.1		
contig_1	3015403	3015501	+	EPJJIE_006542	3.7	4.6		
contig_1	3015498	3015722	+	EPJJIE_006543	8.3	4.9		
contig_1	3015760	3016017	+	EPJJIE_006544	9.5	9.7	PF03544.19|TonB_C	PFAM:PF03544.19
contig_1	3016058	3016681	+	EPJJIE_006545	23.3	6.8		
contig_1	3017278	3017610	+	EPJJIE_006546	12.5	5.0	PF13174.12|TPR_6, PF14559.12|TPR_19	PFAM:PF13174.12, PFAM:PF14559.12
contig_1	3017607	3017825	+	EPJJIE_006547	8.3	5.6		
contig_1	3017845	3018291	+	EPJJIE_006548	16.9	5.3	PF13414.12|TPR_11	PFAM:PF13414.12
contig_1	3018327	3018428	+	EPJJIE_006549	3.7	9.3		
contig_1	3018820	3019038	+	EPJJIE_006550	8.3	9.4	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	3019092	3019223	+	EPJJIE_006551	5.0	4.3		
contig_1	3019284	3019991	+	EPJJIE_006552	27.4	5.9		
contig_1	3020017	3020229	+	EPJJIE_006553	8.0	6.2		
contig_1	3020442	3020564	+	EPJJIE_006554	4.8	4.8		
contig_1	3020588	3020920	+	EPJJIE_006555	13.4	9.3		
contig_1	3020890	3021207	+	EPJJIE_006556	11.8	5.0		
contig_1	3021155	3021343	+	EPJJIE_006557	7.1	10.8		
contig_1	3021350	3021625	+	EPJJIE_006558	10.4	5.9		
contig_1	3021719	3021910	+	EPJJIE_006559	7.4	4.4		
contig_1	3022056	3022565	+	EPJJIE_006560	19.4	4.8		
contig_1	3022571	3023182	+	EPJJIE_006561	22.4	8.1		
contig_1	3023127	3023282	+	EPJJIE_006562	5.5	8.3		
contig_1	3023285	3023416	+	EPJJIE_006563	4.7	6.0		
contig_1	3023986	3024390	+	EPJJIE_006565	15.2	9.0		
contig_1	3024493	3025008	+	EPJJIE_006566	20.3	9.7		
contig_1	3025122	3025370	+	EPJJIE_006567	9.3	5.0		
contig_1	3025569	3025811	+	EPJJIE_006568	9.2	8.8		
contig_1	3025753	3025917	+	EPJJIE_006569	6.5	9.3		
contig_1	3025908	3026030	+	EPJJIE_006570	4.9	9.8		
contig_1	3026078	3026458	+	EPJJIE_006571	14.9	8.7	PF13751.12|DDE_Tnp_1_6	PFAM:PF13751.12
contig_1	3026975	3027127	+	EPJJIE_006573	5.8	7.7		
contig_1	3027111	3027296	+	EPJJIE_006574	7.0	10.8		
contig_1	3027376	3027555	+	EPJJIE_006575	7.1	9.9		
contig_1	3027543	3027701	+	EPJJIE_006576	6.0	6.9		
contig_1	3028489	3028605	+	EPJJIE_006578	4.3	5.5		
contig_1	3028724	3029161	+	EPJJIE_006579	16.8	9.0		
contig_1	3029313	3029519	-	EPJJIE_006580	7.9	10.1		
contig_1	3029730	3030224	-	EPJJIE_006581	19.1	9.0	PF02954.25|HTH_8	PFAM:PF02954.25
contig_1	3030181	3030477	-	EPJJIE_006582	10.8	6.6	PF00158.32|Sigma54_activat	PFAM:PF00158.32
contig_1	3030697	3030879	-	EPJJIE_006583	6.7	6.0	PF00072.30|Response_reg	PFAM:PF00072.30
contig_1	3031246	3031458	+	EPJJIE_006584	8.1	6.7	PF00160.26|Pro_isomerase	PFAM:PF00160.26
contig_1	3031460	3031642	+	EPJJIE_006585	6.6	8.9		
contig_1	3031618	3031929	+	EPJJIE_006586	11.9	6.3		
contig_1	3031877	3031981	+	EPJJIE_006587	3.9	9.5	PF00160.26|Pro_isomerase	PFAM:PF00160.26
contig_1	3032013	3032162	+	EPJJIE_006588	5.5	8.5		
contig_1	3032184	3032609	+	EPJJIE_006589	16.6	5.5		
contig_1	3032567	3033259	+	EPJJIE_006590	26.1	5.0	PF05193.26|Peptidase_M16_C	PFAM:PF05193.26
contig_1	3033373	3033471	-	EPJJIE_006591	3.4	5.9		
contig_1	3033490	3033897	+	EPJJIE_006592	14.9	9.2		
contig_1	3033910	3034320	+	EPJJIE_006593	15.4	10.9		
contig_1	3034275	3034583	+	EPJJIE_006594	11.5	9.3		
contig_1	3034587	3034700	+	EPJJIE_006595	4.0	7.8		
contig_1	3034684	3034860	+	EPJJIE_006596	6.7	4.4		
contig_1	3034965	3036065	+	EPJJIE_006597	41.3	9.2	PF00512.31|HisKA, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF02518.31
contig_1	3036047	3036592	+	EPJJIE_006598	20.0	4.6	PF00072.30|Response_reg	PFAM:PF00072.30
contig_1	3036660	3036899	+	EPJJIE_006599	8.8	5.0		
contig_1	3037005	3037301	+	EPJJIE_006600	11.4	10.2		
contig_1	3037304	3037705	+	EPJJIE_006601	14.8	6.1		
contig_1	3037684	3039123	+	EPJJIE_006602	53.4	8.5		
contig_1	3039143	3039559	+	EPJJIE_006603	16.0	8.9		
contig_1	3039525	3039965	+	EPJJIE_006604	16.4	4.6		
contig_1	3040016	3040558	+	EPJJIE_006605	20.1	8.7	PF04357.19|TamB	PFAM:PF04357.19
contig_1	3040715	3041167	+	EPJJIE_006606	15.9	4.8	PF04357.19|TamB	PFAM:PF04357.19
contig_1	3041257	3041550	+	EPJJIE_006607	11.0	9.3		
contig_1	3041578	3042180	+	EPJJIE_006608	22.8	9.6		
contig_1	3042149	3042805	+	EPJJIE_006609	25.4	9.4		
contig_1	3042906	3043034	+	EPJJIE_006610	5.0	7.9		
contig_1	3043080	3043376	+	EPJJIE_006611	11.2	9.5		
contig_1	3043339	3043620	+	EPJJIE_006612	10.5	10.7	PF01103.29|Omp85	PFAM:PF01103.29
contig_1	3043639	3043911	+	EPJJIE_006613	10.2	7.7	PF01103.29|Omp85	PFAM:PF01103.29
contig_1	3045453	3045722	+	EPJJIE_006615	10.0	9.7		
contig_1	3045831	3046808	+	EPJJIE_006616	37.1	9.2		
contig_1	3046798	3047037	+	EPJJIE_006617	8.9	4.1		
contig_1	3047086	3047559	+	EPJJIE_006618	17.8	8.9		
contig_1	3047593	3048273	+	EPJJIE_006619	24.7	9.0	PF07715.20|Plug	PFAM:PF07715.20
contig_1	3048393	3048581	+	EPJJIE_006620	6.9	9.0		
contig_1	3048520	3049035	+	EPJJIE_006621	20.0	4.8	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	3050248	3050370	+	EPJJIE_006623	4.9	4.5		
contig_1	3050367	3050546	+	EPJJIE_006624	6.3	8.4		
contig_1	3050525	3050938	+	EPJJIE_006625	15.3	5.4		
contig_1	3050907	3051194	+	EPJJIE_006626	11.0	9.2		
contig_1	3051200	3051616	+	EPJJIE_006627	15.9	4.8		
contig_1	3051721	3052257	+	EPJJIE_006628	20.2	5.7		
contig_1	3052221	3052385	+	EPJJIE_006629	6.1	6.5		
contig_1	3052614	3053021	+	EPJJIE_006630	14.8	4.8	PF02142.27|MGS	PFAM:PF02142.27
contig_1	3053250	3053966	+	EPJJIE_006631	25.9	5.4		
contig_1	3053914	3054087	+	EPJJIE_006632	6.3	5.0		
contig_1	3054163	3054321	+	EPJJIE_006633	5.6	6.0		
contig_1	3054321	3054476	+	EPJJIE_006634	6.3	10.8		
contig_1	3054470	3055186	+	EPJJIE_006635	25.4	4.9	PF14450.12|FtsA	PFAM:PF14450.12
contig_1	3055289	3055477	+	EPJJIE_006636	7.3	9.3		
contig_1	3055510	3055812	+	EPJJIE_006637	11.5	5.0		
contig_1	3055787	3056260	+	EPJJIE_006638	17.6	6.9	PF04085.20|MreC	PFAM:PF04085.20
contig_1	3056354	3056632	+	EPJJIE_006639	10.7	9.7		
contig_1	3056635	3057111	+	EPJJIE_006640	18.3	9.0	PF03717.20|PBP_dimer	PFAM:PF03717.20
contig_1	3057131	3057325	+	EPJJIE_006641	7.6	4.7	PF03717.20|PBP_dimer	PFAM:PF03717.20
contig_1	3057458	3057616	+	EPJJIE_006642	6.3	11.6		
contig_1	3057907	3058305	+	EPJJIE_006643	14.5	8.7	PF00905.27|Transpeptidase	PFAM:PF00905.27
contig_1	3058302	3058487	+	EPJJIE_006644	6.9	6.2		
contig_1	3058491	3058622	+	EPJJIE_006645	5.1	4.2		
contig_1	3058573	3058791	+	EPJJIE_006646	8.3	7.9		
contig_1	3058906	3059457	+	EPJJIE_006647	20.7	9.0		
contig_1	3059472	3059684	+	EPJJIE_006648	7.7	4.4		
contig_1	3059681	3060007	+	EPJJIE_006649	11.9	8.7		
contig_1	3060035	3060217	-	EPJJIE_006650	7.0	5.0		
contig_1	3060622	3060798	-	EPJJIE_006651	6.9	11.2		
contig_1	3061083	3061802	-	EPJJIE_006652	26.9	9.1		
contig_1	3061965	3062138	-	EPJJIE_006653	7.1	9.0		
contig_1	3062187	3062477	-	EPJJIE_006654	11.0	6.1	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12
contig_1	3062527	3062781	-	EPJJIE_006655	10.0	9.3		
contig_1	3062952	3063308	-	EPJJIE_006656	13.3	5.9	PF02219.23|MTHFR	PFAM:PF02219.23
contig_1	3063265	3063390	-	EPJJIE_006657	4.9	7.8		
contig_1	3063359	3063646	-	EPJJIE_006658	10.6	4.8	PF02219.23|MTHFR	PFAM:PF02219.23
contig_1	3064630	3064785	+	EPJJIE_006659	5.7	4.4	PF13808.11|DDE_Tnp_1_assoc	PFAM:PF13808.11
contig_1	3064814	3065359	+	EPJJIE_006660	20.7	6.1	PF01609.27|DDE_Tnp_1	PFAM:PF01609.27
contig_1	3065458	3065751	+	EPJJIE_006661	11.2	7.9		
contig_1	3065763	3066296	+	EPJJIE_006662	20.4	9.9		
contig_1	3072610	3073068	-	EPJJIE_006668	16.7	7.0	PF20143.4|NAD_kinase_C	PFAM:PF20143.4
contig_1	3073014	3073454	-	EPJJIE_006669	16.6	6.2	PF01513.26|NAD_kinase	PFAM:PF01513.26
contig_1	3073660	3074247	+	EPJJIE_006670	21.7	5.7	PF03740.19|PdxJ	PFAM:PF03740.19
contig_1	3074247	3074627	+	EPJJIE_006671	14.2	8.5		
contig_1	3074624	3074812	+	EPJJIE_006672	6.6	9.7		
contig_1	3074814	3075026	+	EPJJIE_006673	7.6	4.4		
contig_1	3075095	3075283	-	EPJJIE_006674	6.6	4.5		
contig_1	3075304	3075522	+	EPJJIE_006675	8.4	6.7		
contig_1	3075569	3076120	+	EPJJIE_006676	19.2	4.8		
contig_1	3076187	3076357	+	EPJJIE_006677	6.1	10.3		
contig_1	3076498	3076692	+	EPJJIE_006678	7.2	4.4		
contig_1	3076702	3076908	+	EPJJIE_006679	7.6	9.6	PF01965.30|DJ-1_PfpI	PFAM:PF01965.30
contig_1	3076893	3077003	+	EPJJIE_006680	4.0	10.0		
contig_1	3077081	3077260	+	EPJJIE_006681	7.2	6.5		
contig_1	3077214	3077366	+	EPJJIE_006682	5.9	9.9		
contig_1	3077333	3077545	+	EPJJIE_006683	8.1	5.7		
contig_1	3079471	3079743	+	EPJJIE_006685	9.9	4.6	PF19833.4|RecG_dom3_C	PFAM:PF19833.4
contig_1	3079780	3080280	+	EPJJIE_006686	19.6	10.0	PF00334.24|NDK	PFAM:PF00334.24
contig_1	3080282	3080425	+	EPJJIE_006687	5.6	4.1		
contig_1	3080582	3080947	+	EPJJIE_006688	14.0	9.6	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_1	3080959	3081330	+	EPJJIE_006689	13.6	10.1	PF01476.26|LysM, PF01551.29|Peptidase_M23	PFAM:PF01476.26, PFAM:PF01551.29
contig_1	3081606	3081980	+	EPJJIE_006690	14.1	4.3	PF07659.16|DUF1599	PFAM:PF07659.16
contig_1	3081970	3082254	+	EPJJIE_006691	10.5	6.5		
contig_1	3082254	3082829	+	EPJJIE_006692	21.9	5.8		
contig_1	3082810	3083319	+	EPJJIE_006693	19.7	5.8		
contig_1	3084206	3084793	+	EPJJIE_006695	21.9	9.4	PF05036.18|SPOR	PFAM:PF05036.18
contig_1	3085490	3085801	+	EPJJIE_006697	11.7	6.4		
contig_1	3085827	3085943	+	EPJJIE_006698	4.4	8.1		
contig_1	3086267	3086587	+	EPJJIE_006699	12.2	7.9		
contig_1	3086648	3087007	+	EPJJIE_006700	13.8	9.7	PF16344.10|FecR_C	PFAM:PF16344.10
contig_1	3087062	3087235	+	EPJJIE_006701	7.1	9.9		
contig_1	3087311	3087556	+	EPJJIE_006702	9.3	5.5		
contig_1	3087583	3087951	+	EPJJIE_006703	13.0	5.0	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	3087890	3088018	-	EPJJIE_006704	4.8	4.6		
contig_1	3088053	3088220	+	EPJJIE_006705	5.7	5.1	PF07715.20|Plug	PFAM:PF07715.20
contig_1	3088198	3088425	+	EPJJIE_006706	8.3	10.0		
contig_1	3088407	3088958	+	EPJJIE_006707	20.9	9.3		
contig_1	3088946	3089149	+	EPJJIE_006708	7.4	4.8		
contig_1	3089239	3089580	+	EPJJIE_006709	13.1	10.5		
