locus_tag	ftype	length_bp	gene	EC_number	COG	product
GAPDIIBD_06538	gene	258				
GAPDIIBD_06538	CDS	258				hypothetical protein
GAPDIIBD_06539	gene	624				
GAPDIIBD_06539	CDS	624				hypothetical protein
GAPDIIBD_06540	gene	333				
GAPDIIBD_06540	CDS	333				hypothetical protein
GAPDIIBD_06541	gene	219				
GAPDIIBD_06541	CDS	219				hypothetical protein
GAPDIIBD_06542	gene	447				
GAPDIIBD_06542	CDS	447				hypothetical protein
GAPDIIBD_06543	gene	102				
GAPDIIBD_06543	CDS	102				hypothetical protein
GAPDIIBD_06544	gene	219				
GAPDIIBD_06544	CDS	219				hypothetical protein
GAPDIIBD_06545	gene	132				
GAPDIIBD_06545	CDS	132				hypothetical protein
GAPDIIBD_06546	gene	708				
GAPDIIBD_06546	CDS	708				hypothetical protein
GAPDIIBD_06547	gene	213				
GAPDIIBD_06547	CDS	213				hypothetical protein
GAPDIIBD_06548	gene	123				
GAPDIIBD_06548	CDS	123				hypothetical protein
GAPDIIBD_06549	gene	333				
GAPDIIBD_06549	CDS	333				hypothetical protein
GAPDIIBD_06550	gene	318				
GAPDIIBD_06550	CDS	318				hypothetical protein
GAPDIIBD_06551	gene	189				
GAPDIIBD_06551	CDS	189				hypothetical protein
GAPDIIBD_06552	gene	276				
GAPDIIBD_06552	CDS	276				hypothetical protein
GAPDIIBD_06553	gene	192				
GAPDIIBD_06553	CDS	192				hypothetical protein
GAPDIIBD_06554	gene	510				
GAPDIIBD_06554	CDS	510				hypothetical protein
GAPDIIBD_06555	gene	612				
GAPDIIBD_06555	CDS	612				hypothetical protein
GAPDIIBD_06556	gene	156				
GAPDIIBD_06556	CDS	156				hypothetical protein
GAPDIIBD_06557	gene	132				
GAPDIIBD_06557	CDS	132				hypothetical protein
GAPDIIBD_06558	gene	327				
GAPDIIBD_06558	CDS	327				hypothetical protein
GAPDIIBD_06559	gene	405				
GAPDIIBD_06559	CDS	405				hypothetical protein
GAPDIIBD_06560	gene	516				
GAPDIIBD_06560	CDS	516				hypothetical protein
GAPDIIBD_06561	gene	249				
GAPDIIBD_06561	CDS	249				hypothetical protein
GAPDIIBD_06562	gene	243				
GAPDIIBD_06562	CDS	243				hypothetical protein
GAPDIIBD_06563	gene	165				
GAPDIIBD_06563	CDS	165				hypothetical protein
GAPDIIBD_06564	gene	123				
GAPDIIBD_06564	CDS	123				hypothetical protein
GAPDIIBD_06565	gene	381				
GAPDIIBD_06565	CDS	381				IS1182 family transposase ISBf5
GAPDIIBD_06566	gene	74				
GAPDIIBD_06566	tRNA	74				tRNA-Arg(cct)
GAPDIIBD_06567	gene	153				
GAPDIIBD_06567	CDS	153				hypothetical protein
GAPDIIBD_06568	gene	186				
GAPDIIBD_06568	CDS	186				hypothetical protein
GAPDIIBD_06569	gene	180				
GAPDIIBD_06569	CDS	180				hypothetical protein
GAPDIIBD_06570	gene	159				
GAPDIIBD_06570	CDS	159				hypothetical protein
GAPDIIBD_06571	gene	747	fabG_2			
GAPDIIBD_06571	CDS	747	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GAPDIIBD_06572	gene	117				
GAPDIIBD_06572	CDS	117				hypothetical protein
GAPDIIBD_06573	gene	438				
GAPDIIBD_06573	CDS	438		5.4.99.-	COG0564	putative RNA pseudouridine synthase
GAPDIIBD_06574	gene	207				
GAPDIIBD_06574	CDS	207				hypothetical protein
GAPDIIBD_06575	gene	495	atoC_4			
GAPDIIBD_06575	CDS	495	atoC_4		COG2204	Regulatory protein AtoC
GAPDIIBD_06576	gene	297	glrR			
GAPDIIBD_06576	CDS	297	glrR		COG2204	Transcriptional regulatory protein GlrR
GAPDIIBD_06577	gene	183				
GAPDIIBD_06577	CDS	183				hypothetical protein
GAPDIIBD_06578	gene	213				
GAPDIIBD_06578	CDS	213		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
GAPDIIBD_06579	gene	183				
GAPDIIBD_06579	CDS	183				hypothetical protein
GAPDIIBD_06580	gene	312				
GAPDIIBD_06580	CDS	312				hypothetical protein
GAPDIIBD_06581	gene	105				
GAPDIIBD_06581	CDS	105				hypothetical protein
GAPDIIBD_06582	gene	150				
GAPDIIBD_06582	CDS	150				hypothetical protein
GAPDIIBD_06583	gene	426	pqqE			
GAPDIIBD_06583	CDS	426	pqqE	3.4.24.-	COG0612	Zinc protease PqqE
GAPDIIBD_06584	gene	693				
GAPDIIBD_06584	CDS	693				hypothetical protein
GAPDIIBD_06585	gene	99				
GAPDIIBD_06585	CDS	99				hypothetical protein
GAPDIIBD_06586	gene	408				
GAPDIIBD_06586	CDS	408				hypothetical protein
GAPDIIBD_06587	gene	411	mdtK			
GAPDIIBD_06587	CDS	411	mdtK			Multidrug resistance protein MdtK
GAPDIIBD_06588	gene	309	norM			
GAPDIIBD_06588	CDS	309	norM		COG0534	Multidrug resistance protein NorM
GAPDIIBD_06589	gene	114				
GAPDIIBD_06589	CDS	114				hypothetical protein
GAPDIIBD_06590	gene	177				
GAPDIIBD_06590	CDS	177				hypothetical protein
GAPDIIBD_06591	gene	1101	rcsC_15			
GAPDIIBD_06591	CDS	1101	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
GAPDIIBD_06592	gene	546	rcsC_16			
GAPDIIBD_06592	CDS	546	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
GAPDIIBD_06593	gene	240				
GAPDIIBD_06593	CDS	240				hypothetical protein
GAPDIIBD_06594	gene	297				
GAPDIIBD_06594	CDS	297				hypothetical protein
GAPDIIBD_06595	gene	402				
GAPDIIBD_06595	CDS	402				hypothetical protein
GAPDIIBD_06596	gene	1440				
GAPDIIBD_06596	CDS	1440				hypothetical protein
GAPDIIBD_06597	gene	417				
GAPDIIBD_06597	CDS	417				hypothetical protein
GAPDIIBD_06598	gene	441				
GAPDIIBD_06598	CDS	441				hypothetical protein
GAPDIIBD_06599	gene	543				
GAPDIIBD_06599	CDS	543				hypothetical protein
GAPDIIBD_06600	gene	453				
GAPDIIBD_06600	CDS	453				hypothetical protein
GAPDIIBD_06601	gene	294				
GAPDIIBD_06601	CDS	294				hypothetical protein
GAPDIIBD_06602	gene	603				
GAPDIIBD_06602	CDS	603				hypothetical protein
GAPDIIBD_06603	gene	657				
GAPDIIBD_06603	CDS	657				hypothetical protein
GAPDIIBD_06604	gene	129				
GAPDIIBD_06604	CDS	129				hypothetical protein
GAPDIIBD_06605	gene	297				
GAPDIIBD_06605	CDS	297				hypothetical protein
GAPDIIBD_06606	gene	282	bamA_2			
GAPDIIBD_06606	CDS	282	bamA_2			Outer membrane protein assembly factor BamA
GAPDIIBD_06607	gene	273				
GAPDIIBD_06607	CDS	273				hypothetical protein
GAPDIIBD_06608	gene	939				
GAPDIIBD_06608	CDS	939				hypothetical protein
GAPDIIBD_06609	gene	270				
GAPDIIBD_06609	CDS	270				hypothetical protein
GAPDIIBD_06610	gene	978				
GAPDIIBD_06610	CDS	978				hypothetical protein
GAPDIIBD_06611	gene	240				
GAPDIIBD_06611	CDS	240				hypothetical protein
GAPDIIBD_06612	gene	474				
GAPDIIBD_06612	CDS	474				hypothetical protein
GAPDIIBD_06613	gene	681				
GAPDIIBD_06613	CDS	681				hypothetical protein
GAPDIIBD_06614	gene	189				
GAPDIIBD_06614	CDS	189				hypothetical protein
GAPDIIBD_06615	gene	516	ettA_2			
GAPDIIBD_06615	CDS	516	ettA_2	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
GAPDIIBD_06616	gene	1299	yheS_1			
GAPDIIBD_06616	CDS	1299	yheS_1		COG0488	putative ATP-binding protein YheS
GAPDIIBD_06617	gene	123				
GAPDIIBD_06617	CDS	123				hypothetical protein
GAPDIIBD_06618	gene	180				
GAPDIIBD_06618	CDS	180				hypothetical protein
GAPDIIBD_06619	gene	414				
GAPDIIBD_06619	CDS	414				hypothetical protein
GAPDIIBD_06620	gene	288				
GAPDIIBD_06620	CDS	288				hypothetical protein
GAPDIIBD_06621	gene	417				
GAPDIIBD_06621	CDS	417				hypothetical protein
GAPDIIBD_06622	gene	537				
GAPDIIBD_06622	CDS	537				hypothetical protein
GAPDIIBD_06623	gene	165				
GAPDIIBD_06623	CDS	165				hypothetical protein
GAPDIIBD_06624	gene	408	purH_1			
GAPDIIBD_06624	CDS	408	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
GAPDIIBD_06625	gene	717	purH_2			
GAPDIIBD_06625	CDS	717	purH_2		COG0138	Bifunctional purine biosynthesis protein PurH
GAPDIIBD_06626	gene	174	purH_3			
GAPDIIBD_06626	CDS	174	purH_3			Bifunctional purine biosynthesis protein PurH
GAPDIIBD_06627	gene	159	mreB_1			
GAPDIIBD_06627	CDS	159	mreB_1			Cell shape-determining protein MreB
GAPDIIBD_06628	gene	156	mreB_2			
GAPDIIBD_06628	CDS	156	mreB_2			Cell shape-determining protein MreB
GAPDIIBD_06629	gene	717	mreB_3			
GAPDIIBD_06629	CDS	717	mreB_3		COG1077	Cell shape-determining protein MreB
GAPDIIBD_06630	gene	189				
GAPDIIBD_06630	CDS	189				hypothetical protein
GAPDIIBD_06631	gene	303				
GAPDIIBD_06631	CDS	303				hypothetical protein
GAPDIIBD_06632	gene	474				
GAPDIIBD_06632	CDS	474				hypothetical protein
GAPDIIBD_06633	gene	279				
GAPDIIBD_06633	CDS	279				hypothetical protein
GAPDIIBD_06634	gene	477	mrdA_1			
GAPDIIBD_06634	CDS	477	mrdA_1	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
GAPDIIBD_06635	gene	195				
GAPDIIBD_06635	CDS	195				hypothetical protein
GAPDIIBD_06636	gene	159				
GAPDIIBD_06636	CDS	159				hypothetical protein
GAPDIIBD_06637	gene	399	mrdA_2			
GAPDIIBD_06637	CDS	399	mrdA_2	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
GAPDIIBD_06638	gene	186				
GAPDIIBD_06638	CDS	186				hypothetical protein
GAPDIIBD_06639	gene	132				
GAPDIIBD_06639	CDS	132				hypothetical protein
GAPDIIBD_06640	gene	219				
GAPDIIBD_06640	CDS	219				hypothetical protein
GAPDIIBD_06641	gene	552				
GAPDIIBD_06641	CDS	552				hypothetical protein
GAPDIIBD_06642	gene	213	mrdB_3			
GAPDIIBD_06642	CDS	213	mrdB_3	2.4.99.28		Peptidoglycan glycosyltransferase MrdB
GAPDIIBD_06643	gene	327	mrdB_4			
GAPDIIBD_06643	CDS	327	mrdB_4	2.4.99.28		Peptidoglycan glycosyltransferase MrdB
GAPDIIBD_06644	gene	183				
GAPDIIBD_06644	CDS	183				hypothetical protein
GAPDIIBD_06645	gene	177				
GAPDIIBD_06645	CDS	177				hypothetical protein
GAPDIIBD_06646	gene	720				
GAPDIIBD_06646	CDS	720				hypothetical protein
GAPDIIBD_06647	gene	174				
GAPDIIBD_06647	CDS	174				hypothetical protein
GAPDIIBD_06648	gene	291	dnaX_1			
GAPDIIBD_06648	CDS	291	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit tau
GAPDIIBD_06649	gene	255				
GAPDIIBD_06649	CDS	255				hypothetical protein
GAPDIIBD_06650	gene	357	metF			
GAPDIIBD_06650	CDS	357	metF	1.5.1.54		5,10-methylenetetrahydrofolate reductase
GAPDIIBD_06651	gene	126				
GAPDIIBD_06651	CDS	126				hypothetical protein
GAPDIIBD_06652	gene	288				
GAPDIIBD_06652	CDS	288				hypothetical protein
GAPDIIBD_06653	gene	156				
GAPDIIBD_06653	CDS	156				hypothetical protein
GAPDIIBD_06654	gene	546				
GAPDIIBD_06654	CDS	546				ISAs1 family transposase ISBf9
GAPDIIBD_06655	gene	294				
GAPDIIBD_06655	CDS	294				ISAs1 family transposase ISBf9
GAPDIIBD_06656	gene	534				
GAPDIIBD_06656	CDS	534				hypothetical protein
GAPDIIBD_06657	gene	1525				
GAPDIIBD_06657	rRNA	1525				16S ribosomal RNA
GAPDIIBD_06658	gene	77				
GAPDIIBD_06658	tRNA	77				tRNA-Ile(gat)
GAPDIIBD_06659	gene	76				
GAPDIIBD_06659	tRNA	76				tRNA-Ala(tgc)
GAPDIIBD_06660	gene	2880				
GAPDIIBD_06660	rRNA	2880				23S ribosomal RNA
GAPDIIBD_06661	gene	106				
GAPDIIBD_06661	rRNA	106				5S ribosomal RNA
GAPDIIBD_06662	gene	459	nadK_1			
GAPDIIBD_06662	CDS	459	nadK_1	2.7.1.23		NAD kinase
GAPDIIBD_06663	gene	441	nadK_2			
GAPDIIBD_06663	CDS	441	nadK_2	2.7.1.23		NAD kinase
GAPDIIBD_06664	gene	588	pdxJ			
GAPDIIBD_06664	CDS	588	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
GAPDIIBD_06665	gene	381				
GAPDIIBD_06665	CDS	381				hypothetical protein
GAPDIIBD_06666	gene	189				
GAPDIIBD_06666	CDS	189				hypothetical protein
GAPDIIBD_06667	gene	213				
GAPDIIBD_06667	CDS	213				hypothetical protein
GAPDIIBD_06668	gene	189				
GAPDIIBD_06668	CDS	189				hypothetical protein
GAPDIIBD_06669	gene	219				
GAPDIIBD_06669	CDS	219				hypothetical protein
GAPDIIBD_06670	gene	552				
GAPDIIBD_06670	CDS	552				hypothetical protein
GAPDIIBD_06671	gene	171				
GAPDIIBD_06671	CDS	171				hypothetical protein
GAPDIIBD_06672	gene	195				
GAPDIIBD_06672	CDS	195				hypothetical protein
GAPDIIBD_06673	gene	207				
GAPDIIBD_06673	CDS	207				hypothetical protein
GAPDIIBD_06674	gene	111				
GAPDIIBD_06674	CDS	111				hypothetical protein
GAPDIIBD_06675	gene	180				
GAPDIIBD_06675	CDS	180				hypothetical protein
GAPDIIBD_06676	gene	153				
GAPDIIBD_06676	CDS	153				hypothetical protein
GAPDIIBD_06677	gene	213	ispD			
GAPDIIBD_06677	CDS	213	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
GAPDIIBD_06678	gene	1788	recG_1			
GAPDIIBD_06678	CDS	1788	recG_1	5.6.2.4		ATP-dependent DNA helicase RecG
GAPDIIBD_06679	gene	273	recG_2			
GAPDIIBD_06679	CDS	273	recG_2	5.6.2.4	COG1200	ATP-dependent DNA helicase RecG
GAPDIIBD_06680	gene	501	ndk			
GAPDIIBD_06680	CDS	501	ndk	2.7.4.6		Nucleoside diphosphate kinase
GAPDIIBD_06681	gene	144				
GAPDIIBD_06681	CDS	144				hypothetical protein
GAPDIIBD_06682	gene	366				
GAPDIIBD_06682	CDS	366				hypothetical protein
GAPDIIBD_06683	gene	372				
GAPDIIBD_06683	CDS	372				hypothetical protein
GAPDIIBD_06684	gene	375				
GAPDIIBD_06684	CDS	375				hypothetical protein
GAPDIIBD_06685	gene	285				
GAPDIIBD_06685	CDS	285				hypothetical protein
GAPDIIBD_06686	gene	576				
GAPDIIBD_06686	CDS	576				hypothetical protein
GAPDIIBD_06687	gene	510				
GAPDIIBD_06687	CDS	510				hypothetical protein
GAPDIIBD_06688	gene	756	tpiA			
GAPDIIBD_06688	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GAPDIIBD_06689	gene	588				
GAPDIIBD_06689	CDS	588				hypothetical protein
GAPDIIBD_06690	gene	450	folE			
GAPDIIBD_06690	CDS	450	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GAPDIIBD_06691	gene	312				
GAPDIIBD_06691	CDS	312				hypothetical protein
GAPDIIBD_06692	gene	117				
GAPDIIBD_06692	CDS	117				hypothetical protein
GAPDIIBD_06693	gene	321				
GAPDIIBD_06693	CDS	321				hypothetical protein
GAPDIIBD_06694	gene	360				
GAPDIIBD_06694	CDS	360				hypothetical protein
GAPDIIBD_06695	gene	174				
GAPDIIBD_06695	CDS	174				hypothetical protein
GAPDIIBD_06696	gene	246				
GAPDIIBD_06696	CDS	246				hypothetical protein
GAPDIIBD_06697	gene	369	susC_33			
GAPDIIBD_06697	CDS	369	susC_33		COG1629	TonB-dependent receptor SusC
GAPDIIBD_06698	gene	129				
GAPDIIBD_06698	CDS	129				hypothetical protein
GAPDIIBD_06699	gene	168	susC_34			
GAPDIIBD_06699	CDS	168	susC_34		COG1629	TonB-dependent receptor SusC
GAPDIIBD_06700	gene	228				
GAPDIIBD_06700	CDS	228				hypothetical protein
GAPDIIBD_06701	gene	552				
GAPDIIBD_06701	CDS	552				hypothetical protein
GAPDIIBD_06702	gene	204				
GAPDIIBD_06702	CDS	204				hypothetical protein
GAPDIIBD_06703	gene	342				
GAPDIIBD_06703	CDS	342				hypothetical protein
GAPDIIBD_06704	gene	159				
GAPDIIBD_06704	CDS	159				hypothetical protein
GAPDIIBD_06705	gene	390				
GAPDIIBD_06705	CDS	390				hypothetical protein
GAPDIIBD_06706	gene	189				
GAPDIIBD_06706	CDS	189				hypothetical protein
GAPDIIBD_06707	gene	486				
GAPDIIBD_06707	CDS	486			COG0702	SusD-like protein P2
GAPDIIBD_06708	gene	483				
GAPDIIBD_06708	CDS	483				hypothetical protein
GAPDIIBD_06709	gene	477				
GAPDIIBD_06709	CDS	477				hypothetical protein
GAPDIIBD_06710	gene	180				
GAPDIIBD_06710	CDS	180				hypothetical protein
GAPDIIBD_06711	gene	282				
GAPDIIBD_06711	CDS	282				hypothetical protein
GAPDIIBD_06712	gene	207				
GAPDIIBD_06712	CDS	207				hypothetical protein
GAPDIIBD_06713	gene	522				
GAPDIIBD_06713	CDS	522				hypothetical protein
GAPDIIBD_06714	gene	198				
GAPDIIBD_06714	CDS	198				hypothetical protein
GAPDIIBD_06715	gene	279	dnaG_1			
GAPDIIBD_06715	CDS	279	dnaG_1	2.7.7.101		DNA primase
GAPDIIBD_06716	gene	240	dnaG_2			
GAPDIIBD_06716	CDS	240	dnaG_2	2.7.7.101	COG0358	DNA primase
GAPDIIBD_06717	gene	477	dnaG_3			
GAPDIIBD_06717	CDS	477	dnaG_3	2.7.7.101	COG0358	DNA primase
GAPDIIBD_06718	gene	225				
GAPDIIBD_06718	CDS	225				hypothetical protein
GAPDIIBD_06719	gene	327				
GAPDIIBD_06719	CDS	327				hypothetical protein
GAPDIIBD_06720	gene	261				
GAPDIIBD_06720	CDS	261				hypothetical protein
GAPDIIBD_06721	gene	462				
GAPDIIBD_06721	CDS	462				hypothetical protein
GAPDIIBD_06722	gene	762				
GAPDIIBD_06722	CDS	762				hypothetical protein
GAPDIIBD_06723	gene	129				
GAPDIIBD_06723	CDS	129				hypothetical protein
GAPDIIBD_06724	gene	975	dapL_1			
GAPDIIBD_06724	CDS	975	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GAPDIIBD_06725	gene	294				
GAPDIIBD_06725	CDS	294				hypothetical protein
GAPDIIBD_06726	gene	708				
GAPDIIBD_06726	CDS	708				hypothetical protein
GAPDIIBD_06727	gene	177				
GAPDIIBD_06727	CDS	177				hypothetical protein
GAPDIIBD_06728	gene	762				
GAPDIIBD_06728	CDS	762				hypothetical protein
GAPDIIBD_06729	gene	108				
GAPDIIBD_06729	CDS	108				hypothetical protein
GAPDIIBD_06730	gene	495	nanA_2			
GAPDIIBD_06730	CDS	495	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
GAPDIIBD_06731	gene	258				
GAPDIIBD_06731	CDS	258				hypothetical protein
GAPDIIBD_06732	gene	114				
GAPDIIBD_06732	CDS	114				hypothetical protein
GAPDIIBD_06733	gene	510	susC_35			
GAPDIIBD_06733	CDS	510	susC_35		COG1629	TonB-dependent receptor SusC
GAPDIIBD_06734	gene	564				
GAPDIIBD_06734	CDS	564				hypothetical protein
GAPDIIBD_06735	gene	426				
GAPDIIBD_06735	CDS	426				hypothetical protein
GAPDIIBD_06736	gene	750				
GAPDIIBD_06736	CDS	750			COG4771	TonB-dependent receptor P39
GAPDIIBD_06737	gene	165				
GAPDIIBD_06737	CDS	165				hypothetical protein
GAPDIIBD_06738	gene	219				
GAPDIIBD_06738	CDS	219				hypothetical protein
GAPDIIBD_06739	gene	339				
GAPDIIBD_06739	CDS	339				hypothetical protein
GAPDIIBD_06740	gene	129				
GAPDIIBD_06740	CDS	129				hypothetical protein
GAPDIIBD_06741	gene	228				
GAPDIIBD_06741	CDS	228				hypothetical protein
GAPDIIBD_06742	gene	333				
GAPDIIBD_06742	CDS	333				hypothetical protein
GAPDIIBD_06743	gene	225				
GAPDIIBD_06743	CDS	225				hypothetical protein
GAPDIIBD_06744	gene	195				
GAPDIIBD_06744	CDS	195				hypothetical protein
GAPDIIBD_06745	gene	234				
GAPDIIBD_06745	CDS	234				hypothetical protein
GAPDIIBD_06746	gene	303				
GAPDIIBD_06746	CDS	303				hypothetical protein
GAPDIIBD_06747	gene	378				
GAPDIIBD_06747	CDS	378				hypothetical protein
GAPDIIBD_06748	gene	390				
GAPDIIBD_06748	CDS	390				hypothetical protein
GAPDIIBD_06749	gene	309				
GAPDIIBD_06749	CDS	309				hypothetical protein
GAPDIIBD_06750	gene	399				
GAPDIIBD_06750	CDS	399				hypothetical protein
GAPDIIBD_06751	gene	219				
GAPDIIBD_06751	CDS	219				hypothetical protein
GAPDIIBD_06752	gene	279				
GAPDIIBD_06752	CDS	279				hypothetical protein
GAPDIIBD_06753	gene	240				
GAPDIIBD_06753	CDS	240				hypothetical protein
GAPDIIBD_06754	gene	240				
GAPDIIBD_06754	CDS	240				hypothetical protein
GAPDIIBD_06755	gene	330				
GAPDIIBD_06755	CDS	330				hypothetical protein
GAPDIIBD_06756	gene	363				
GAPDIIBD_06756	CDS	363				hypothetical protein
GAPDIIBD_06757	gene	447				
GAPDIIBD_06757	CDS	447				hypothetical protein
GAPDIIBD_06758	gene	126				
GAPDIIBD_06758	CDS	126				hypothetical protein
GAPDIIBD_06759	gene	297				
GAPDIIBD_06759	CDS	297				hypothetical protein
GAPDIIBD_06760	gene	501				
GAPDIIBD_06760	CDS	501				hypothetical protein
GAPDIIBD_06761	gene	543				
GAPDIIBD_06761	CDS	543				hypothetical protein
GAPDIIBD_06762	gene	258				
GAPDIIBD_06762	CDS	258				hypothetical protein
GAPDIIBD_06763	gene	405	srmB			
GAPDIIBD_06763	CDS	405	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
GAPDIIBD_06764	gene	276	recS_1			
GAPDIIBD_06764	CDS	276	recS_1	5.6.2.4	COG0514	putative ATP-dependent DNA helicase RecS
GAPDIIBD_06765	gene	249	recS_2			
GAPDIIBD_06765	CDS	249	recS_2	5.6.2.4	COG0514	putative ATP-dependent DNA helicase RecS
GAPDIIBD_06766	gene	1389	recJ_1			
GAPDIIBD_06766	CDS	1389	recJ_1	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
GAPDIIBD_06767	gene	234	recJ_2			
GAPDIIBD_06767	CDS	234	recJ_2	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
GAPDIIBD_06768	gene	186				
GAPDIIBD_06768	CDS	186				hypothetical protein
GAPDIIBD_06769	gene	150				
GAPDIIBD_06769	CDS	150				hypothetical protein
GAPDIIBD_06770	gene	399	tag			
GAPDIIBD_06770	CDS	399	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
GAPDIIBD_06771	gene	165				
GAPDIIBD_06771	CDS	165				hypothetical protein
GAPDIIBD_06772	gene	234				
GAPDIIBD_06772	CDS	234				hypothetical protein
GAPDIIBD_06773	gene	147				
GAPDIIBD_06773	CDS	147				hypothetical protein
GAPDIIBD_06774	gene	234				
GAPDIIBD_06774	CDS	234				hypothetical protein
GAPDIIBD_06775	gene	117				
GAPDIIBD_06775	CDS	117				hypothetical protein
GAPDIIBD_06776	gene	246				
GAPDIIBD_06776	CDS	246				hypothetical protein
GAPDIIBD_06777	gene	135				
GAPDIIBD_06777	CDS	135				hypothetical protein
GAPDIIBD_06778	gene	234				
GAPDIIBD_06778	CDS	234				hypothetical protein
GAPDIIBD_06779	gene	429				
GAPDIIBD_06779	CDS	429				hypothetical protein
GAPDIIBD_06780	gene	486				
GAPDIIBD_06780	CDS	486				hypothetical protein
GAPDIIBD_06781	gene	219				
GAPDIIBD_06781	CDS	219				hypothetical protein
GAPDIIBD_06782	gene	216				
GAPDIIBD_06782	CDS	216				hypothetical protein
GAPDIIBD_06783	gene	225				
GAPDIIBD_06783	CDS	225				hypothetical protein
GAPDIIBD_06784	gene	183				
GAPDIIBD_06784	CDS	183				hypothetical protein
GAPDIIBD_06785	gene	117				
GAPDIIBD_06785	CDS	117				hypothetical protein
GAPDIIBD_06786	gene	276				
GAPDIIBD_06786	CDS	276				hypothetical protein
GAPDIIBD_06787	gene	423				
GAPDIIBD_06787	CDS	423				hypothetical protein
GAPDIIBD_06788	gene	213				
GAPDIIBD_06788	CDS	213				hypothetical protein
GAPDIIBD_06789	gene	339				
GAPDIIBD_06789	CDS	339				hypothetical protein
GAPDIIBD_06790	gene	363				
GAPDIIBD_06790	CDS	363				hypothetical protein
GAPDIIBD_06791	gene	204				
GAPDIIBD_06791	CDS	204				hypothetical protein
GAPDIIBD_06792	gene	336				
GAPDIIBD_06792	CDS	336				hypothetical protein
GAPDIIBD_06793	gene	207				
GAPDIIBD_06793	CDS	207				hypothetical protein
GAPDIIBD_06794	gene	246				
GAPDIIBD_06794	CDS	246				hypothetical protein
GAPDIIBD_06795	gene	405				
GAPDIIBD_06795	CDS	405				hypothetical protein
GAPDIIBD_06796	gene	270	dapH_1			
GAPDIIBD_06796	CDS	270	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GAPDIIBD_06797	gene	291				
GAPDIIBD_06797	CDS	291				hypothetical protein
GAPDIIBD_06798	gene	216				
GAPDIIBD_06798	CDS	216				hypothetical protein
GAPDIIBD_06799	gene	282				
GAPDIIBD_06799	CDS	282				hypothetical protein
GAPDIIBD_06800	gene	255				
GAPDIIBD_06800	CDS	255				hypothetical protein
GAPDIIBD_06801	gene	264				
GAPDIIBD_06801	CDS	264				hypothetical protein
GAPDIIBD_06802	gene	147				
GAPDIIBD_06802	CDS	147				hypothetical protein
GAPDIIBD_06803	gene	264				
GAPDIIBD_06803	CDS	264				hypothetical protein
GAPDIIBD_06804	gene	258				
GAPDIIBD_06804	CDS	258				hypothetical protein
GAPDIIBD_06805	gene	231				
GAPDIIBD_06805	CDS	231				hypothetical protein
GAPDIIBD_06806	gene	483	gnu			
GAPDIIBD_06806	CDS	483	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
GAPDIIBD_06807	gene	165				
GAPDIIBD_06807	CDS	165				hypothetical protein
GAPDIIBD_06808	gene	744	wecA_2			
GAPDIIBD_06808	CDS	744	wecA_2	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
GAPDIIBD_06809	gene	165				
GAPDIIBD_06809	CDS	165				hypothetical protein
GAPDIIBD_06810	gene	390				
GAPDIIBD_06810	CDS	390				hypothetical protein
GAPDIIBD_06811	gene	192				
GAPDIIBD_06811	CDS	192				hypothetical protein
GAPDIIBD_06812	gene	303				
GAPDIIBD_06812	CDS	303				hypothetical protein
GAPDIIBD_06813	gene	276				
GAPDIIBD_06813	CDS	276				hypothetical protein
GAPDIIBD_06814	gene	324				
GAPDIIBD_06814	CDS	324				hypothetical protein
GAPDIIBD_06815	gene	201				
GAPDIIBD_06815	CDS	201				hypothetical protein
GAPDIIBD_06816	gene	483				
GAPDIIBD_06816	CDS	483				hypothetical protein
GAPDIIBD_06817	gene	111				
GAPDIIBD_06817	CDS	111				hypothetical protein
GAPDIIBD_06818	gene	207				
GAPDIIBD_06818	CDS	207				hypothetical protein
GAPDIIBD_06819	gene	441				
GAPDIIBD_06819	CDS	441				hypothetical protein
